Actual_Target 1,Actual_Target 2,Actual_Target 3,Predicted_Target 1,Predicted_Target 2,Predicted_Target 3
-47.31,-89.74,-79.58,-46.729225,-74.536224,-76.27919
-97.58,-123.91,3013.4492,197.16463,652.428,1194.1641
3.5528,10.92,5.405217,7.5829935,5.55929,-5.2268105
0.838,19.528889,28.37375,-1.503525,12.956619,31.22979
-30.91,-99.63,-119.7,-42.18491,-78.334274,-126.31033
-13.51,-24.74,-75.315,-4.193428,-30.403004,-87.88641
-8.48,-29.875,-18.966667,-8.0147915,-26.514896,-19.951324
-91.49,-131.23,-167.65,-91.05496,-140.89798,-174.30412
-35.79,-72.56,-104.76,-52.255142,-74.324875,-93.86679
36.400833,71.79364,132.856,17.05063,53.71167,135.66702
18.59375,8.998571,21.445,5.808894,20.794987,23.396715
18.00875,29.54,57.31643,19.372057,54.407047,64.30426
16.302917,39.73174,72.44091,19.711786,43.0209,71.14787
17.49375,22.046667,31.620714,4.830943,24.65568,27.545427
16.161875,22.158,28.915714,9.829057,15.661016,33.094612
-57.29,-50.204285,30.035,-38.224964,-27.952473,6.5520935
-51.88,-76.01,-99.39,-49.711956,-73.370605,-90.79823
85.9975,-27.463333,154.54,20.477718,35.231525,120.69969
61.1772,111.28083,368.28738,38.284367,129.08867,353.83316
-49.56,-111.72,-87.83,-53.427204,-81.87239,-95.737305
21.6024,42.53875,78.732605,15.171994,41.568825,77.292435
-24.37,-56.366665,-55.906666,-23.192179,-38.947575,-54.21903
18.928572,32.633076,52.245834,15.137425,31.94388,47.90683
-35.13,-21.8375,-22.01875,-22.862692,-24.948795,-35.139866
75.89727,256.158,461.69223,95.03322,260.20535,494.0353
-15.565,-11.793333,-18.14,0.41236615,4.193139,-15.658897
-76.31,-76.42,-134.22,-69.96582,-76.341934,-126.2832
1.8953333,-6.817143,0.45,-1.1633251,-2.0167046,5.730236
190.848,696.42,752.48334,239.44899,598.96454,805.6126
18.342083,36.65478,65.28273,21.321257,39.094902,55.537563
34.291668,-55.918,-122.368,-32.9547,-63.122814,-92.65379
4.25,-3.2,8.32,-1.7954936,-15.208729,6.282715
13.885,50.319332,55.16857,29.696863,54.064144,68.93702
9.6428,36.650833,58.78087,11.080785,41.87932,52.070335
-43.135,-76.98,68.6626,-25.28795,-24.914173,27.16698
25.105385,78.04,168.8809,29.106245,70.197174,143.36194
6.7728,19.4775,26.880869,11.431946,25.53844,31.125072
30.542,73.402855,144.19923,24.457209,70.28998,162.86095
-61.57,-83.8825,-130.95334,-50.00453,-57.136913,-104.17729
-82.48,-111.41,-183.68,-52.78855,-109.23747,-153.05402
-86.86,-128.82,-94.68,-67.39676,-93.89696,-101.98758
-41.54,-49.12,-2.74,-19.090683,-23.405174,-1.6210175
37.69,101.35,68.6626,27.354372,86.61804,110.41785
16.778572,42.299232,68.395,20.121546,39.56515,66.43497
-46.54,-47.02,-77.04,-44.67025,-58.161808,-83.44217
4.59375,16.55857,-7.7633333,8.13335,10.441614,-0.54356384
35.1804,69.3525,119.7,21.545261,52.14846,110.383194
8.346666,38.456085,47.172726,22.806143,39.013412,49.78009
-43.82,-53.41,-74.9,-27.814615,-48.077602,-72.65309
-121.34,-63.833332,-94.62,-64.83749,-86.01045,-86.76663
44.0135,69.32105,128.865,36.143074,71.51102,113.93257
-54.3,-101.17,-83.78667,-41.987164,-83.216965,-67.69409
-43.58,-83.14,-59.31,-48.842777,-64.992874,-59.18851
-39.8825,-86.69666,46.16,-37.49115,-41.73869,62.401066
-111.98,52.6125,97.11667,-41.18783,20.771437,104.99046
212.65857,156.28334,81.428,152.39206,164.61687,93.23065
-65.2,-99.44,-47.97,-42.459866,-56.67867,-47.360706
39.346523,73.59273,100.92381,29.185755,56.15897,80.06739
28.18125,62.676,95.70214,28.83803,61.666584,98.50134
-38.16,-91.21,-88.0,-50.51265,-71.16765,-83.24974
-66.36,-85.64,-56.54,-60.748764,-75.53348,-65.70972
3.6704,7.13875,-5.0634785,-3.029332,1.5577345,5.936739
-4.9315,-6.796842,-14.678333,-12.893039,-4.5231266,-12.878906
27.4755,50.037895,38.823334,10.931447,39.103184,38.17337
-26.57,-49.212,-81.8625,-22.358896,-51.810734,-70.68956
-104.05,83.828,217.055,-32.578995,46.30578,222.07497
7.7044,7.505833,13.8026085,9.80646,18.081358,14.601656
33.108124,123.622,323.035,53.16973,118.60402,291.29007
33.5625,96.67667,199.775,36.74508,94.737595,186.83972
14.517858,28.785385,45.01,18.764133,33.311867,50.937233
17.538334,54.134,122.145,15.804744,59.287342,110.45123
25.4992,53.9675,77.92913,25.543818,52.77902,74.36807
16.6548,46.497917,90.33435,30.531244,56.861942,71.30551
-104.87,-181.81,-206.6,-106.20094,-166.51503,-219.30614
12.1676,36.157917,53.266956,16.40564,38.58171,62.747738
19.83,15.09,68.6626,28.406519,57.428448,53.39475
-51.77,-55.68,-23.72,-33.94112,-49.364635,-41.641216
-30.83,-2.21,-109.2175,-5.513302,-23.623135,-60.923367
-0.21666667,16.16125,18.147142,4.290678,13.614215,16.660887
61.646,73.0975,301.81,40.77023,105.94377,293.5812
27.964285,54.235,29.418,25.827248,50.66224,44.468258
60.22,143.35,68.6626,72.266785,115.55252,90.282135
15.43,-3.32,37.79,-2.547186,16.660028,37.03353
5.655,17.962,27.645,4.8321676,15.10191,13.262358
17.943333,26.112,-5.24,10.300552,14.803171,22.66267
-0.42,-7.885,-20.596666,4.2057734,6.710987,-8.27914
18.6384,48.675,73.56217,19.307503,42.50603,61.759296
26.9,-5.448889,-38.495,10.942351,12.255704,-20.256424
17.340555,35.18,43.11875,17.847734,13.694494,31.74856
-62.36,-119.63,-137.47,-68.28206,-104.875854,-138.8435
-144.53,-171.63,-214.38,-110.87821,-169.55365,-225.10117
-6.44,-17.405,-26.66,-0.24091911,-14.195007,-20.769768
-107.25,-135.64,-87.82,-91.993965,-109.01886,-71.44145
-86.07,-98.95,-87.37,-70.80224,-83.187256,-126.46776
7.4528,12.343333,19.297827,9.927558,29.96225,26.54082
-11.005455,-11.71,-18.311111,-9.127851,-14.2639885,-22.657703
28.432222,49.114704,85.5,19.559212,53.057682,81.673706
27.48294,49.096874,43.508667,18.48869,58.525574,49.59914
8.50125,26.407143,62.831665,14.046594,28.105282,55.5575
-18.77,35.875,-1.5,4.6313076,4.9764357,18.023022
11.92,28.85,68.6626,15.202279,39.609116,61.019054
35.620556,49.137646,19.630625,20.344982,34.919815,31.323046
15.925625,30.848,17.883572,22.16973,30.239962,22.085857
-40.43,-33.41,-47.72,-30.583944,-41.058117,-39.139744
-65.386665,-54.89,-61.90333,-41.21592,-59.77434,-54.115818
-68.88,-2.0422223,-19.66,-47.70867,-15.793598,-11.4774475
70.5,231.18,408.43,76.79573,213.99733,366.1827
-40.27,-33.19,-17.33,-29.422636,-24.533928,-27.556583
-104.25,-184.32,-207.52,-102.004654,-138.554,-202.8914
-52.56,-61.11,-59.06,-43.461403,-57.992664,-54.951397
41.09,94.96625,25.46857,33.305756,71.16695,44.53383
-64.9,-53.83,-168.74,-55.13958,-94.56026,-145.07935
-1.9884211,-0.39666668,9.652941,12.910426,21.645374,0.25632095
-40.43,-62.3,-91.0,-56.283173,-74.058716,-94.68227
9.168235,3.42125,-3.6033332,5.651614,6.451464,-7.4387646
38.5728,114.38875,252.66043,33.620663,94.84546,226.70168
48.162857,75.535,140.872,39.086403,84.87996,128.76926
64.795555,92.82353,139.0725,37.18614,76.66353,134.19632
7.5255556,-10.79875,43.392857,6.3327227,6.9669075,41.449604
1.1904,8.322083,15.853044,3.9270942,15.722399,18.428303
-6.3,-19.5475,-10.692857,-17.33255,-20.849213,-11.527653
14.5724,38.44,67.88043,6.222145,35.681816,65.1853
-87.0,47.512142,-117.08,-44.066517,-37.9046,-94.861435
12.68,19.25,68.6626,6.773387,24.725048,45.208157
27.805334,70.09214,130.72539,25.791828,81.12558,137.51639
-23.966667,-39.36,-58.72,-19.24497,-27.544891,-45.46149
48.0816,75.4925,149.54434,28.945822,75.66199,144.12418
-3.59,-21.54,-48.04,-19.4263,-20.609997,-54.022884
-27.84,1.56,23.5875,-16.851625,11.6813965,23.608315
48.505714,138.66833,125.894,50.74678,112.91919,118.281235
-18.4875,47.713333,-17.53,10.259496,32.518463,-11.879345
-58.3,-112.08,-81.27,-39.25219,-78.86275,-83.36891
19.12,29.231333,32.646427,16.244318,29.358662,31.882011
-71.94,-28.54,-119.04,-36.69867,-69.49402,-114.06413
-29.41,-28.12,-49.68,-20.420076,-29.064323,-34.868176
43.23,-11.013333,-8.98,13.574487,7.189227,-15.089954
53.172,135.8975,326.32333,64.050446,139.71918,337.0637
58.956,79.830414,123.597824,33.463,66.17905,101.56419
-9.236667,-67.545,-75.33,-2.9565923,-22.403454,-56.646908
70.92,211.85,68.6626,71.64096,201.45955,84.46485
48.136314,70.75278,102.46059,29.377447,66.83569,101.08301
-9.666,-3.5225,-0.26,-12.684317,-4.6664276,-3.3361702
8.002,18.852106,29.51389,10.11668,20.94218,37.2716
12.20625,29.422857,40.386665,10.660403,30.550453,53.846714
-57.89,-102.33,-84.52,-50.228806,-96.49837,-112.52132
6.2263637,25.826,22.31,9.023781,31.148594,36.521122
-112.27,-129.41,-67.28,-72.00989,-108.984314,-104.67595
-104.21,156.3075,190.57,-33.431705,71.38374,190.148
21.7992,48.31875,86.161736,17.076239,45.95966,95.74924
-42.67,-74.7,-90.27,-46.08927,-69.694565,-70.683136
22.76,36.454666,30.137857,24.702417,43.17714,34.331703
103.13333,87.689285,27.286922,45.608387,77.54268,62.228733
4.365,-11.07,68.6626,-0.9768646,18.328941,24.403261
67.7225,123.53,192.32,72.85264,141.13249,199.42818
44.6,4.81,68.6626,18.783836,26.095005,60.21381
14.207778,-1.9425,40.17857,15.09504,24.271978,34.08235
90.90938,79.197334,12.992857,59.287987,83.31377,9.272776
3.6483333,13.728,25.675,0.8608024,5.0102262,34.957302
19.4288,39.55875,55.40391,9.940854,30.120754,48.959045
-80.83,-117.76,-122.035,-67.643616,-99.51109,-124.16788
27.896667,72.985,88.41,18.763323,73.09577,77.827774
130.925,487.36,68.6626,191.77486,394.1695,190.3325
-46.93,-56.75,-85.56,-42.904953,-55.757748,-85.09894
-26.24,-47.61,-82.97,-37.460384,-52.296246,-63.02434
-32.13,-118.71,-94.98,-30.19617,-81.35597,-92.68538
54.015907,167.70619,425.2855,39.857307,156.24783,437.15097
37.59625,46.555714,27.676666,15.295985,34.92137,51.29505
24.3045,49.22684,73.46555,22.241098,52.76935,78.649765
39.3904,99.56375,217.07434,39.155853,93.17641,184.83842
11.143333,29.4525,91.957146,6.3332157,26.896145,73.22092
8.212222,60.111176,135.45563,12.045045,65.3026,140.10524
66.319565,493.4813,1996.1174,188.69438,640.55975,1193.2825
7.3816,17.404583,29.592175,10.315173,24.518482,33.10283
32.922726,73.719,156.55112,20.896542,78.45459,151.41887
-16.77,-19.6,-43.84,-4.691199,-18.336449,-34.727177
21.88875,81.486664,105.99,23.962128,78.47298,111.94676
4.4222727,28.155714,20.9925,2.6271384,20.236942,22.996315
25.0372,62.492085,108.18348,20.6769,62.254505,102.77925
-49.74,-74.72,-69.79,-46.05107,-66.614,-73.4395
-87.21,-95.51,-112.9,-74.697815,-95.11545,-114.32216
-12.765,-60.093334,-99.706665,-15.478935,-38.586857,-98.4191
-46.71,-72.56,-66.77,-37.484795,-59.910877,-48.82681
12.1884,30.694584,52.45087,13.30404,23.340496,46.42611
20.26389,77.034706,157.29813,29.657263,78.836426,152.412
-37.61,-73.51,-76.84,-39.95117,-80.96365,-70.26166
21.227894,29.093334,48.960587,19.184942,40.233665,48.99643
19.54,66.74812,145.33,29.768335,71.23263,171.16588
27.4348,92.10333,210.07521,39.099888,98.47055,205.9952
-76.33,-101.61,-116.83,-81.53398,-90.66362,-101.6138
-64.72,-121.16,-158.19,-89.23396,-109.52019,-164.10655
-47.12,-53.16,-114.11,-37.58063,-56.49184,-102.469604
-25.34,-75.08,-66.42,-46.45598,-74.59149,-81.38751
3.0616667,-21.26,-46.975,-0.35692573,-4.0016136,-33.07938
-38.16,-57.48,-67.62,-35.708733,-43.210766,-54.661037
-87.54,-121.66,-156.15,-84.32181,-119.65617,-167.22577
-2.22,-19.843334,-27.955,1.0481355,3.4160767,-17.799095
-76.75,-117.16,-143.99,-63.894276,-110.90309,-131.28255
9.656316,32.10278,49.041763,7.922902,31.47371,51.155087
81.746666,126.204,285.7025,57.37542,114.96799,255.61703
15.749,41.147778,103.82125,7.4630537,55.5477,119.16066
2.315,-16.17,68.6626,6.8243866,11.737487,51.032257
-46.62,-55.37,-32.13,-22.559166,-40.141186,-31.22356
34.026924,81.72833,143.28818,25.459225,72.24592,125.180725
-7.1607695,-19.6675,-33.68909,-3.2406576,-13.457375,-16.554245
34.965454,110.89,127.347,42.161522,79.07182,140.62968
-13.554,-29.32,-60.94,-10.234016,-37.70368,-69.3031
518.1655,55.75625,50.42143,210.0762,163.51782,63.411438
-3.0628572,-31.838333,-76.708,-7.0919313,-32.195927,-59.769978
27.844,105.35,230.54666,27.497993,101.17351,204.26224
14.808,53.70375,116.89739,15.010751,47.53542,93.93689
-33.14,-107.67,-84.13,-43.265984,-77.31384,-90.613754
-94.24,-102.02,-110.62,-64.00842,-90.75586,-105.108154
114.83,317.43,68.6626,135.7354,282.395,92.15535
-9.12,-37.08,-51.31,-10.177942,-9.395775,-29.777706
-45.21,-34.62,-49.54375,-31.717165,-37.193817,-35.803364
23.6384,52.46958,91.016525,35.148563,65.66058,98.45802
4.037857,13.89,18.8525,2.8477194,11.072927,11.573182
3.8626087,12.43,27.006666,12.404766,20.904984,24.253511
13.674,25.08,78.776665,11.711089,57.66866,80.99803
-21.6675,-76.3675,-96.28,-29.698011,-76.76607,-87.81828
-67.83,-107.07,-119.03,-66.91112,-97.57553,-122.55298
10.2444,15.141666,27.924347,13.825017,27.637777,26.705572
46.295,189.02,417.18668,64.03462,186.21039,432.34247
-2.0066667,20.0,-4.19,-3.8991573,17.64435,12.816117
-19.18,20.05,33.015,-2.4522645,19.414791,33.137016
21.381666,27.118,9.4425,10.333782,23.583073,7.2929163
171.375,455.05,68.6626,179.61021,308.76218,143.63814
-49.93,-92.2,-100.24,-51.347878,-78.49698,-87.88435
43.513638,94.59095,209.0645,34.60722,85.37549,222.929
28.3125,74.236664,97.95,30.678484,43.277943,88.539856
17.528421,36.66111,41.15706,19.51283,41.85047,25.804174
30.3925,80.17273,120.372,33.221672,69.936584,114.13547
10.637143,4.418,35.078423,2.4759648,15.061567,38.0119
17.3448,40.602917,67.789566,11.66572,34.55337,68.69887
63.497,100.912224,242.87375,46.547745,125.39923,251.34685
-29.3475,526.52,666.055,91.441444,426.28735,700.041
4.855,-2.82,68.6626,5.466977,-0.09655571,60.72447
14.22,-1.17,68.6626,-0.03320408,3.546317,50.63237
-54.535,-88.67333,-90.996666,-54.96201,-71.15134,-101.563126
1.5925,10.823334,-45.685,-4.908487,-15.553911,-30.405209
42.093334,133.26286,256.07538,48.754246,133.94919,247.51445
14.9928,37.539585,70.65087,17.4599,45.474342,70.43004
-31.545,-62.91,68.6626,-27.721125,-29.759037,85.7236
-7.171,-19.24,-30.00875,5.503975,-12.20945,-28.746834
-29.21,0.028,5.38,-24.021282,5.943923,35.121094
3.8381817,-6.997,-27.055555,2.996497,-5.7092743,-1.3621864
44.068573,171.384,433.1016,49.538372,172.62859,408.38824
-41.69,-81.22,-101.67,-57.2956,-80.37854,-101.89642
-41.83,-55.84,-110.48,-35.776604,-75.81625,-109.7117
-89.3,-118.53,-129.26,-77.48218,-128.63916,-131.47816
0.5814286,30.461666,17.5,3.292289,18.08381,28.133615
-6.905,-151.6,-81.655,-50.627544,-102.16777,-89.629684
8.096666,-13.925,-7.33,15.976853,1.8342075,-14.550972
26.928888,83.88647,157.76437,35.86667,89.08429,154.10675
18.158,50.37125,94.81087,12.452619,45.41339,91.84128
-9.06,17.405,57.95,10.919896,29.620815,40.820564
75.292854,168.239,228.76105,85.955826,165.1699,216.19144
-49.11,-90.12,-38.42,-31.467813,-63.230183,-56.535473
18.277779,45.9725,55.451427,24.751999,50.51977,66.789116
2.47,-85.26,-91.31,-36.62323,-51.88075,-95.844666
20.471666,8.352727,33.288,4.060608,12.096928,26.88601
-17.644,-130.28,-201.67,-67.76985,-131.40729,-194.59435
-96.47,-125.59,-49.40333,-70.0167,-106.77655,-75.28021
77.41615,86.636665,114.73182,44.431908,70.91179,106.48659
-32.983334,-62.06,6.2933335,-36.63129,-46.786243,-6.8876953
-22.87,-60.13,-84.46,-33.501797,-47.04645,-72.98944
12.7,23.32,68.6626,14.833127,45.06655,68.93834
8.5996,16.225416,17.492609,7.8745174,17.288849,21.137465
22.23875,39.998573,47.551666,10.19794,33.705833,57.985565
41.807827,168.84818,395.95047,48.176933,152.26964,390.60754
22.2708,49.67375,90.99304,16.518078,38.3874,85.182556
16.9264,50.79875,89.60391,17.59993,51.525032,82.24629
-73.11,-78.58,-156.74,-60.17344,-63.758144,-146.31564
79.14125,271.49,373.86334,111.6166,261.96335,381.4329
19.9656,-0.43541667,-6.5630436,9.361718,7.9569306,8.755947
-21.54,-49.34,-71.27,-16.961622,-41.37147,-69.216095
18.8264,47.279167,89.06043,16.822023,47.6547,90.22876
22.642857,44.18833,-82.566,24.554878,27.76468,-61.986736
21.862728,50.093,82.23333,23.352684,40.916264,70.85742
41.525,55.04941,84.79188,25.319859,47.85886,70.899666
-54.04,-45.89,-23.73,-21.510538,-37.433495,-38.487553
-56.11,-77.6,-120.22,-50.515797,-70.44446,-108.6546
44.31286,87.168335,64.042,27.535555,56.708023,78.19232
2.9928572,9.44,3.022,4.1993713,11.061157,11.517256
-86.5,-112.455,-179.63,-67.6938,-120.12714,-175.71745
-55.12,-60.16,-83.04,-60.569412,-67.038895,-82.63158
0.37833333,-3.368,-24.1175,5.037634,-1.5707493,-9.542427
5.6832,22.870832,40.809566,7.2624407,33.736176,51.4
-64.42,-113.64,-155.96,-62.073296,-113.05336,-146.65836
10.5924,26.377916,81.38391,18.340206,37.56485,75.372406
6.14,27.36,17.773333,14.091941,29.82435,38.875534
-23.81,-16.203333,-48.14,-10.839219,-21.253101,-38.296074
-60.74,-92.95,-72.77,-48.424118,-76.80946,-81.028275
-97.39,-125.57,-92.81,-97.272255,-111.129196,-91.57216
6.25125,20.952,34.390713,8.341225,24.798676,27.776579
15.10375,18.95,-16.343334,7.0862427,6.19742,-15.523449
-45.205,-82.85,68.6626,-62.156647,-43.474094,65.29895
11.575714,22.33,42.326,12.61648,24.318121,25.35712
2.0033333,0.09,-18.578,1.9060404,-3.4111233,-18.019547
10.924616,8.965,13.451818,10.107867,19.835932,11.773333
43.003,109.23684,126.35722,41.245148,94.217804,131.82838
-19.17,-49.18,-45.99,-23.673582,-41.390667,-48.14136
11.572,33.66,83.153336,15.769176,35.944496,87.16133
-36.45,4.849091,-6.609091,-8.48897,-1.3333082,-2.8617249
-14.14,-72.95,-100.95,-36.99223,-64.290695,-116.01845
-51.8,-133.96,-136.07,-65.982056,-99.30408,-136.03955
62.211666,110.418236,144.83438,54.953453,101.509094,144.75816
13.467059,9.245625,0.124,0.0061707497,13.931086,-4.551407
-49.54,-87.41,25.82,-33.793537,-31.844822,-14.786404
43.115,93.28,122.235,49.93322,62.77185,87.50131
17.29625,58.748,106.275,24.92547,62.72875,104.99988
112.135,381.18,68.6626,153.09088,327.49966,112.540146
-52.53,-86.55,-47.88,-31.85396,-55.62337,-79.11749
41.791306,142.61455,252.88762,59.45047,130.34174,229.46297
-13.308,-57.875,-102.96667,-9.680835,-52.13103,-105.78682
23.285715,44.869232,91.730835,11.247082,33.71269,63.591686
7.8875,6.7514286,-24.128334,5.2769585,4.837083,-3.5020027
133.445,-66.82,-108.12,41.974854,3.6110516,-103.626724
36.22167,93.964,194.64,39.409107,95.76741,186.87213
-133.58,-175.11,-167.07,-102.432236,-148.8473,-159.82014
14.1396,45.72333,96.93739,10.430262,40.402008,85.07553
-85.36,-108.5,-49.04,-61.198555,-81.578735,-60.95393
44.97652,194.47,442.49142,58.731544,171.82085,436.23245
-45.35,-69.08,-136.88,-46.26564,-72.582306,-140.86176
17.0516,29.639584,50.264347,15.184243,36.9793,54.799347
-3.885,49.496,69.7925,14.617288,49.714085,69.78579
