Actual_ Target 1 ,Actual_ Target 2 ,Actual_ Target 3 ,Predicted_ Target 1 ,Predicted_ Target 2 ,Predicted_ Target 3 
293.39,-92.53,-99.24,-3.2712607,-49.44542,-95.05742
99.41,190.32,191.64,0.54734266,9.757795,34.91371
4.01,-28.03,-32.98,56.141594,141.54674,250.44017
13.49,123.59,128.89,31.2866,65.332306,82.49745
21.19,118.46,-38.52,1.2810463,12.745131,13.5769205
-22.11,-95.05,-137.03,49.87188,144.46869,571.35785
-53.89,-48.47,-96.53,14.30237,24.650038,28.976547
-35.15,-57.98,83.28,0.41553724,-24.139925,-7.633498
45.67,197.79,253.37,-8.210316,-24.285921,-54.160423
-15.565,-11.793333,-18.14,-16.054945,33.33233,-79.557175
-43.87,-58.23,-21.34,-5.943258,5.2962475,11.897355
48.65,421.99,1040.87,83.141556,232.58977,429.51382
11.17,-62.36,-61.38,8.768976,23.441908,66.882095
-37.08,-49.39,-51.21,35.980526,61.098434,101.29701
48.89,-81.97,-128.18,3.9903817,8.187147,14.944352
-77.16,47.48,518.68,-3.1482615,-9.687469,28.553589
-35.42,-38.83,-3.75,7.6664834,9.0258465,35.103912
-41.91,-50.66,-35.57,22.084278,82.256645,145.31853
-14.43,-42.63,-109.65,1.4624351,-26.62726,-58.69426
7.24,-26.32,-42.75,-19.052473,-24.32832,-39.673584
-43.82,39.14,0.2,8.6192875,14.789335,34.10556
103.44,239.27,-16.343334,-2.5169177,7.378298,3.6971061
-49.46,-15.15,-9.02,12.296656,26.73332,65.433426
-51.68,-62.35,-95.9,-3.8379416,0.33335686,1.3284461
-24.67,-52.19,-45.75,55.241497,73.50342,139.04619
16.16,-17.04,-50.06,-28.444754,-46.850487,-22.261932
-62.53,-82.57,-104.2,9.974666,41.53244,-40.990063
9.34,-21.6,88.09,4.5665994,-7.910906,-11.334456
-22.56,-86.46,-133.85,-8.568068,-75.979416,-54.205585
-38.91,-38.74,-0.83,-0.36888278,1.2304478,11.031064
-50.0,-64.62,250.55858,91.65098,186.86906,269.24448
-39.27,-102.31,-56.73,39.716793,61.12712,112.89784
140.11,123.59,20.9925,26.755285,15.661421,91.9603
3.08,-67.15,-83.62,19.779406,32.967606,-8.955825
-44.0,-88.26,-87.66,-8.135199,-18.755388,-3.7943566
45.07,20.6,-46.35,2.2615914,8.299696,46.485306
-27.07,-51.21,-45.2,13.146112,23.28758,38.51674
-13.21,32.28,25.07,-2.0010924,-2.6333103,-1.99739
139.95,115.81,172.45,-5.3188224,-7.458132,-4.1465597
-4.02,-49.9,-56.99,25.059988,97.89459,226.8875
-36.1,-22.1,-114.6,12.540819,-3.229784,-14.290725
-70.6,-87.53,-41.14,15.768351,26.591871,62.784256
-23.75,76.12,206.99,-8.09659,73.01362,203.2961
-63.88,-67.78,-117.99,-0.6876198,5.2704754,5.12111
247.91,226.71,308.03,7.535052,-2.41881,6.103532
16.262,38.23895,42.170555,-2.8648582,-6.8062763,-0.7639305
-9.61,-65.1,-110.81,43.958004,66.92604,95.32985
40.33,-58.37,-47.9,29.08809,79.31448,135.3263
-34.04,-99.19,-119.4,9.070078,12.242292,34.441605
-51.64,-74.2,-82.622,36.969456,51.93274,52.864334
-37.85,79.26813,156.55267,7.3788247,85.309525,158.88441
21.06,68.31,97.85,6.6829896,22.183718,28.198837
-32.01,-48.12,-46.93,-1.784803,0.64800835,3.9741066
-28.97,38.456085,47.172726,27.042032,70.28788,-20.56369
30.39,56.72,154.36,23.17776,38.51747,55.67787
-42.67,38.16,66.39,12.863783,16.815931,32.619293
-61.52,-71.52,-82.42,10.429079,22.605162,71.81764
-43.42,-37.05,120.62,10.293695,34.099846,62.07992
71.97111,319.2188,423.33374,19.351694,61.272736,148.57558
-11.53,-1.42,-9.05,18.215357,30.199171,40.753494
0.44,51.88,-81.7,78.84159,192.10683,304.00565
85.92,236.78,296.9,17.23884,7.168165,6.784684
-33.13,24.9,83.92,11.392189,50.655556,94.821236
-12.93,-27.988,-52.2225,16.065912,41.624374,71.79793
-6.26,-11.18,-25.71,3.798304,8.553358,-1.7014
-0.23,-31.67,28.99,18.03036,36.798477,54.695694
31.04,-41.9,-41.7,49.462193,74.6364,110.32619
238.7,455.64,865.49,63.84621,122.747284,229.80318
-47.49,-37.17,-75.21,19.594866,9.39134,30.589127
86.38,88.45438,75.242,-4.676069,-5.0544147,-48.273514
-33.21,-46.19,-1.91,40.908535,152.88763,338.5494
39.02,83.32,75.2,11.055414,13.3383465,17.611984
-17.33,-28.27,-68.34,0.6324791,2.3302898,4.039506
20.89,14.17,71.87,26.15977,36.90448,48.758896
-22.44,-90.61,-110.36,7.111628,10.76869,39.307693
18.04029,37.7585,68.6626,20.17222,41.806747,38.763443
147.15,703.02,614.13,11.9137745,9.225843,-8.740066
-28.35,-58.11,-4.8,8.49888,10.507429,20.64534
14.69,174.24,208.88,66.87426,301.97937,530.6479
-26.75,-104.22,-156.85,34.88437,54.379295,84.08832
-27.71,30.32611,49.14941,7.2760873,20.03404,37.722305
-0.37,-21.35,-44.63,10.921549,23.783216,52.580093
69.38,166.44,114.66,25.818094,39.316116,74.05397
-32.13,-118.71,-94.98,26.165964,26.554579,103.145615
10.370526,27.313889,52.384117,10.02215,15.474653,44.454544
-1.4,122.88,146.75,22.665743,44.891983,81.62282
10.35,-59.81,242.78,32.935364,65.38547,128.26573
47.56,618.58,446.2,95.49081,195.27504,319.85645
-19.75,-73.64,-95.65,5.3541436,4.3856335,15.662339
-11.93,-26.43,51.40143,0.47585523,-1.281496,15.300309
-23.49,-31.643333,-34.27667,28.197638,46.302826,56.029922
-57.3,-55.17,-53.23,-30.599493,-70.83374,-163.09407
-106.89,-110.6,-67.89,-7.2524467,-64.41774,-98.78172
-46.03,-58.97,-16.39,2.1400628,9.57321,11.920579
-59.42,-99.09,-126.94,2.1901803,-2.5310535,-4.158309
4.01,-7.9,-37.98,-0.21539843,1.1981945,-6.0373373
26.72,47.76,337.78,-9.271719,-38.26442,-52.37462
-22.87,-60.13,-84.46,-2.4884658,-20.013506,8.606942
-56.91,-40.0,-33.34,27.414473,31.016394,18.006744
81.05,112.58,251.93,20.328316,-18.010168,53.72957
-77.59,-73.17,-72.8,61.68443,107.60631,164.93288
-14.2,-7.68,14.76,-13.290991,-17.795916,-21.861313
375.96,72.45,65.59,80.46045,200.67686,336.86697
376.68,37.7585,68.6626,-2.3559928,-25.34662,-33.022507
39.92,-47.11,-72.88,-2.8152347,-23.209444,-105.89766
9.37,-50.16,-118.13,8.394449,12.49806,13.896928
-56.8,-27.16,35.51,25.762049,27.933912,75.36836
4.64,-30.9725,-74.73333,9.865961,18.473402,22.896927
-45.61,-120.73,-136.23,16.182838,-23.211618,43.198257
897.01,815.83,68.6626,21.78309,19.918898,-40.355576
139.56,48.85,-42.34,6.655413,5.068983,6.884843
1.25,9.86,-5.22,14.446863,21.240126,43.124466
-76.75,-117.16,-143.99,26.27902,18.275003,27.70815
-39.17,-43.72,-50.47,54.051395,447.81116,1142.533
2.71,-87.72,158.31,-2.6333442,-65.82106,-37.949852
25.49,24.11,133.28,36.984524,58.185623,69.94963
-27.7,-43.4,-58.02,4.8472886,16.74507,25.35884
251.1,222.27,880.93,70.12804,516.4041,1453.8899
93.79,119.88,108.64,6.096293,12.838484,32.14125
-82.48,-111.41,-183.68,17.578686,42.218994,70.95171
29.24,86.87,167.16,-21.221495,13.06053,37.05434
15.27,-89.44,-93.6,20.48106,46.512573,95.60846
316.87,305.4,423.74,80.4724,319.25256,500.09616
-50.56,-13.97,54.38,4.154864,7.089102,11.212876
3.21,-37.63,-20.78,-15.802507,40.444885,51.350746
-8.0,-79.17,21.34,-25.519144,-52.816452,-312.39478
-10.42,-33.46,-64.87,32.419716,57.473114,89.87874
8.72,4.15,-11.8,17.664629,15.664289,15.344773
156.24,-108.71,642.54,-5.9717,-24.069658,-26.615097
85.18,1.64,-85.79,7.467837,-6.2283955,3.1698768
37.27,12.1,55.73,81.94278,228.52945,454.95242
-37.3,54.24818,99.227615,13.891047,33.27562,76.944046
-9.49,-63.35,-102.93,-4.6679435,-6.3100452,-4.693862
-19.15,-55.98,-68.84,56.606224,82.37735,195.11157
-53.43,-62.3,-65.72,13.851164,-1.7589207,20.45726
62.955,97.29,68.6626,27.394281,49.39499,47.661697
15.1,6.54,1.53,-3.3431067,-1.1486683,-2.3406823
63.1344,58.257084,97.06652,14.256861,22.35536,47.11354
25.184,51.674168,109.543045,12.5437565,20.313063,29.706558
25.81,44.7,340.02863,24.407633,90.576035,210.88484
92.39,-13.44,-94.28,32.741108,87.902824,166.18105
-48.69,-68.88,-58.2,20.457445,32.542023,34.03026
-12.32,-35.66,-7.47,9.856348,18.103804,24.259048
-1.89,-8.25,1.42,14.455271,17.772444,37.71852
43.64,79.64,199.87,59.48405,140.8205,235.1494
-44.8,-67.84,-48.65,74.6337,150.22284,258.5029
-16.02,20.59,253.9,29.106379,55.61386,66.02925
12.97,6.52,0.91,-1.0785881,0.12135124,-4.054946
-49.47,-38.34,169.43,8.910372,14.048185,24.442184
20.54,43.53,101.36,2.7896981,10.321028,27.020279
170.24,654.22,626.19,42.031033,76.340805,143.3155
-10.76,-14.43,1.22,27.262201,61.1166,125.92067
73.76,-3.368,-24.1175,15.270411,22.261854,40.20302
131.81,60.09,48.5,2.5217385,8.705954,9.344422
211.53,56.07,68.6626,35.348015,67.81211,122.06593
32.25,-37.36,-12.83,34.39098,56.355934,80.00716
79.96,-37.62,12.88,8.7615185,165.79387,220.78687
-40.97,-66.18,-96.14,22.998896,29.023817,57.47484
-18.73,-1.52,-3.27,-0.29521716,5.2195415,26.02504
-11.76,-22.18,-86.47,-10.894079,-31.314203,24.206497
12.14,-60.06,2.53,17.96264,23.01637,52.800186
-53.07,-86.71,-104.12,22.476803,46.232956,109.51254
2.57,-40.83,-3.08,3.4750543,-11.5769825,-10.982375
131.26,-20.74,-45.14,23.963732,46.403282,77.86781
153.48,37.7585,68.6626,3.1852555,11.963285,35.97493
27.6,122.15,286.79,34.48641,55.687172,96.882
-29.59,-58.8,-73.42,-0.5862404,3.9666882,16.04979
-75.64,-61.63,-71.03,36.06605,38.281822,46.81877
36.88,121.2,85.91,2.6768594,16.32202,31.533646
15.0,127.29,72.47,22.729761,16.063368,11.345841
-38.01,-104.31,-132.38,-10.72463,-29.468126,39.559067
20.82,8.069583,14.570435,3.212336,10.4117565,19.575027
17.48,-33.43,-48.23,12.336107,22.206648,26.997147
17.44,40.7,-2.68,6.2378945,11.570578,20.623352
-32.26,-11.65,18.38,43.208538,40.348557,61.247513
121.02,71.03,-7.63,60.427887,140.98509,229.0865
-56.94,-46.48,-30.93,-13.43585,64.22945,-38.87285
47.53,-24.41,134.65,52.506287,115.36633,189.98671
-47.21,16.29,30.047777,27.59717,47.79483,47.755753
-41.03,-60.25,75.83,1.8346504,-2.911913,3.0557106
-7.12,75.39,-39.04,7.1731133,17.066328,27.632889
8.76,272.17,2156.51,18.664003,-0.491457,10.108018
-21.91,-66.76,-53.96,13.432093,18.612867,28.279556
-14.85,13.45,-23.66,13.94972,24.268263,25.467957
234.73,49.29,-18.2,70.27154,157.02422,221.33989
76.94,479.41,4246.91,-0.8440186,56.30857,209.55833
443.46,391.21,437.79,46.337223,79.28568,106.10091
7.74,20.71,-78.45,10.13299,6.0866375,26.304184
-13.945,-51.33,-92.54,5.0633187,-1.9147816,55.667557
150.22,90.0,120.81,70.19532,117.54037,178.87262
-15.85,5.46,-39.56,4.1378274,14.278944,11.774613
8.27,-21.85,-70.38,14.763552,31.537169,47.940353
-26.46,-19.94,4.79,23.557459,58.178894,77.91087
25.66,223.5,373.13,30.091833,57.938904,76.08241
-29.55,-87.2,-70.9,16.195574,33.13231,64.70354
29.31,128.59,153.84,13.937403,-15.453936,-39.090256
6.786667,13.422,39.835,-11.665014,-24.707365,-11.699216
-31.93,2.02,20.16,19.093992,32.41111,55.015182
-19.76,6.74,-58.64,11.652292,21.28517,40.110916
20.04,90.37,149.78,-2.469297,2.9664745,1.208329
-9.93,-38.29,-62.29,10.331957,5.2865887,2.1436012
16.85,-111.92,-129.95,45.71088,136.63458,423.26797
195.42,270.89,284.43,20.081919,15.009291,6.4642496
79.59,359.47,947.38,60.504475,112.88962,159.53676
7.95,-33.14,-62.31,3.2950501,2.971487,0.45089796
2.85,-2.79,16.06,5.3245187,16.779814,34.019333
3.765,-0.07066666,1.0071429,18.766993,43.239,75.30159
-122.38,-111.98,-129.52,-4.0233054,-13.031786,1.9209754
22.974,20.52,51.183334,-4.674871,-4.9989185,-9.939528
-36.66,-38.29,38.52,-9.664881,-34.905556,-51.53849
11.62,91.73,48.16,95.11485,208.0313,366.6223
-28.61,-64.96,-14.09,27.631517,45.71884,133.1988
-21.94,-45.76,-68.41,12.8091755,25.862577,52.070633
-26.69,-45.81,212.43,201.04897,511.92468,1245.6898
-61.92,-71.13,-118.9,9.107337,6.04595,-34.463387
98.29,41.89,5.86,6.83903,-1.6996632,-6.2341146
1401.12,830.8,307.8,3.8521447,-1.8425083,56.482666
-50.56,-74.51,-97.54,13.539942,19.127485,79.72554
4.26,-4.66,27.21,8.371012,22.331495,43.87654
-3.41,-27.17,-46.09,14.97677,17.923231,22.309402
27.22,56.760834,79.387825,-2.1149955,2.6266918,0.036820207
152.15,114.94,25.45,7.96876,17.755781,35.775833
161.7,181.96,206.49,20.491196,13.295469,73.39209
46.2,-0.45,6.37,17.717524,33.51552,40.180923
0.47,-52.83,-58.48,6.7033753,12.137335,22.443054
-38.17,57.8475,86.91286,9.148073,16.699263,40.44313
-58.71,-57.0,-90.24,8.962854,-14.025209,-6.7231894
-112.29,-152.29,-112.01,56.41544,80.386734,97.45387
16.37,-19.94,-53.82,25.730555,60.59691,117.178665
-33.72,-63.4,-142.29,42.82909,78.43219,165.14378
-25.2,-16.02,6.743125,50.36548,275.33743,536.63403
40.570454,131.62666,172.8295,-29.430029,-31.051386,-109.58676
-55.43,-65.18,454.31845,44.82645,100.70237,205.85141
-94.06,-96.93,-106.53,8.81167,29.639128,11.63971
-10.44,-42.606667,-88.725,2.1437173,-12.920458,-27.903854
-12.22,-31.31,-1.58,13.451273,24.274488,41.21199
-0.77,-3.65,-2.79,7.1547494,6.134535,29.462906
-47.19,19.43,-40.44,-1.1335579,0.9439068,1.5222023
129.66,78.3,185.58,6.9001184,-5.330347,19.08324
-22.71,-28.25,-14.85,22.793139,40.35266,139.51784
-22.76,-15.2,-90.46,-11.195767,-6.5107365,60.71144
110.82,237.47,11.21,-4.062264,-6.583605,67.88655
-36.39,-32.8,-28.06,15.926535,19.941961,42.1669
108.51,13.74,-60.68,39.139362,141.56947,164.4983
92.67,358.2,336.435,0.73240507,15.142725,-2.2010262
-0.62,-23.06,151.12,13.830072,24.522291,37.472366
-69.86,-68.24,-62.15,0.15708768,-10.19227,-2.3286583
44.27,151.88,144.2,16.707163,23.807264,50.043472
7.88,25.77,2.99,29.439974,33.262985,28.935318
18.04029,37.7585,68.6626,4.2947335,-9.765673,-5.4506674
-29.27,11.01,111.52,-29.196466,3.992796,-48.19316
-85.54,-76.795,-83.51,-3.249967,-16.782259,-27.319626
-44.06,-65.47,-111.39,-8.376364,-41.100143,-60.3134
-89.08,-73.29,-124.72,0.074838996,6.665663,14.942826
-55.99,-65.4,-115.61,9.740648,19.49658,29.54634
36.35,105.5,163.71,20.183222,22.835157,67.028275
-18.09,-45.95,-25.73,25.16408,-50.1019,-59.316452
10.08,-31.32,-82.77,5.4743752,13.959959,21.12172
15.12,-20.26,-36.34,37.43057,62.67263,144.76288
-92.73,-122.24,-29.68,8.3970585,13.766249,32.29164
-48.24,-48.14,0.42,21.745962,39.566917,63.880646
-68.8,-76.86,68.6626,35.534344,-13.325472,-70.705
116.96,151.26,85.0,31.687862,68.12018,82.625946
90.42,146.33,189.3,17.31537,24.19789,47.626816
-25.27,10.1,-76.03,6.674166,-1.1784077,9.574418
60.36,142.92,206.42912,49.886524,85.28308,161.9973
-0.4,-10.7,75.59,9.463636,-30.530115,-92.50612
-9.03,-5.0,9.17,3.156939,-4.21916,-0.6917183
11.16,251.43,1672.37,46.745968,170.35243,324.52597
182.57,331.91,261.37,31.543062,73.80882,129.44615
-17.98,22.11,-66.64,18.995317,37.41266,73.0865
-34.86,-60.6,223.83,22.948801,40.18801,73.34597
-39.07,-85.65,11.15,20.839937,85.943726,193.51549
33.34,-4.2,4.85,-0.66270983,1.5325603,5.2467813
1.5963157,16.881666,14.37375,38.120007,88.71811,184.5189
2.26,41.23,168.02455,0.7663826,-8.813158,46.13832
-46.62,-55.37,-32.13,18.3202,23.69155,3.4330451
173.33,680.96,446.4,41.59535,50.048325,68.62605
-27.18,15.51,-12.82,11.612707,20.145796,35.14621
-53.18,-59.19,-41.33,10.813189,23.992659,52.680313
-33.02,-44.09,-15.38,2.4926095,6.731428,11.03148
73.5,44.38,237.69,39.860935,74.04489,158.32234
-18.98,-40.21,-34.4,23.926258,104.82788,96.8383
-86.06,-111.21,-150.89,27.452444,49.99716,34.231674
-31.06,-21.12,24.99,8.158564,17.419355,35.142654
28.71,83.55,73.7,-0.105329156,16.743551,47.294662
-15.45,-9.66,-45.69,3.934321,9.586714,26.889908
-45.49,-29.25,-72.57,28.271662,52.083862,58.028633
25.12,536.235,964.79,12.930887,29.365217,43.10933
31.08,66.18792,120.861305,-10.109259,11.447615,38.073074
31.77,15.55,68.6626,10.199579,18.57852,33.572098
-40.85,-33.14,-35.53,-8.571077,-0.41737604,-15.937751
37.1,43.857,-26.70111,6.0757623,9.540052,33.339157
-13.61,-31.14,-43.06,6.8983254,1.9031811,10.59401
-10.58,-37.56,-46.0,23.95814,43.051224,90.32674
-32.24,-3.57,64.5,4.370768,-5.634844,-25.290146
18.77,21.61,199.08,19.72272,192.37645,415.79904
138.13,79.52,92.9,6.8274484,5.021742,21.120499
-31.6,-51.65,-64.98,15.143972,12.480574,1.0707939
-16.81,-49.32,-30.89,-18.767706,85.43997,311.67294
2.53,-7.06,-49.63,12.93041,34.278122,63.450546
19.55,-0.11,-8.0,-16.14963,-33.54274,-79.99364
4.1,48.77,30.93,-3.9772658,-15.225794,-19.937103
-25.52,-11.44,56.7,5.950683,76.23149,223.71014
275.25,27.009167,21.676521,49.73657,175.87218,572.58453
68.93,-34.08,-63.3,41.7429,84.94968,146.8004
-37.4,-45.32,-61.63,20.761515,37.76851,43.726273
20.86,41.735714,53.81,-6.176229,-24.809038,-20.491867
-12.14,-24.34,7.36,0.44272077,3.2524242,5.393571
-30.87,-61.87,-46.94,8.126154,11.80995,24.664627
-6.67,-16.57,33.23,3.7415147,8.552351,20.670395
-12.79,-22.54,102.65,33.356865,80.992355,124.099396
