Actual_Target 1,Actual_Target 2,Actual_Target 3,Predicted_Target 1,Predicted_Target 2,Predicted_Target 3
-7.528333,-0.848,18.725,-7.027522,1.1879263,22.663498
-73.28,-143.93,-163.63,-64.187805,-108.149506,-168.78723
-38.62,-70.39,68.6626,-25.002417,-35.64002,6.0846057
-2.35,-33.02,-59.77,-30.289701,-46.620937,-68.86728
-22.435,-29.78,-52.66,-45.197853,-72.1694,-103.559616
35.12,103.01,68.6626,39.26629,100.29581,82.17643
-29.56,14.608889,34.26625,-6.780797,0.113260984,0.07665825
-83.67,-90.96,-104.45,-69.53288,-114.20813,-120.48274
-94.57,-9.663333,-37.76,-39.320362,-60.48909,-99.69495
17.0516,29.639584,50.264347,11.454598,34.697018,26.893887
49.945,60.993332,147.805,33.614143,88.72955,131.72174
3.772,5.8004165,6.6465216,10.084498,32.504967,37.21493
8.784706,-9.355625,-25.541334,-15.779548,-20.115032,-79.71498
-1.5566666,-4.128,9.765,-6.6024733,1.8060303,-34.33303
10.2444,15.141666,27.924347,-3.8722954,4.546003,-12.79759
143.13333,150.025,343.6,77.10528,191.37846,373.61276
7.036,24.244167,33.67,1.9476769,15.863339,-7.0539966
81.746666,126.204,285.7025,62.897682,156.54547,314.92554
43.08818,61.367,108.71,27.29509,73.18182,86.312195
-30.71,-20.49,-56.07,-44.55568,-67.8748,-99.344864
35.620556,49.137646,19.630625,3.272236,22.005451,15.665735
-19.075,-26.38,68.6626,-26.677326,-34.04269,-23.000727
15.43,-3.32,37.79,-31.755539,-48.796276,-68.81975
25.91913,22.182272,47.67762,15.272105,45.025627,73.24281
28.62111,82.84625,96.36429,41.34584,102.77867,141.41959
-3.791875,-14.952666,-23.145714,-13.050303,-10.169773,-17.60248
11.732,23.166666,42.345,-3.4680152,12.159913,38.975285
14.556842,32.232777,41.167057,5.633315,24.52602,15.60088
2.1333334,14.76,3.12,-12.015022,-11.274201,-32.547176
6.7728,19.4775,26.880869,10.7322645,34.489334,46.281036
0.8452,5.59,10.291305,-7.249077,-2.6285217,-2.8517709
-65.386665,-54.89,-61.90333,-46.293354,-74.03006,-92.93014
-126.27,-161.46,-189.95,-73.70329,-124.68283,-176.10239
-66.38,-103.24,-117.78,-58.971977,-98.16668,-140.95111
-21.708334,-57.1,-64.236,-37.93554,-57.50673,-66.08382
-92.29,-70.81,-134.97,-66.99779,-110.620285,-152.11969
19.46,41.09375,58.18522,13.759501,41.0269,71.97193
80.65,225.122,376.025,65.86592,165.71445,310.1703
-40.59,-164.1,-191.42,-66.630745,-111.92441,-164.18748
-16.916666,-45.575,-64.18,-12.048856,-5.7643385,3.6280684
28.174,46.6075,260.36,42.55671,113.954346,272.23532
-31.43,-50.35,-49.28,-37.609,-60.433155,-86.38301
35.593636,115.976364,314.042,72.14968,189.68964,429.43604
22.390589,24.369375,51.27,7.777543,28.580595,33.286674
17.83,-4.155,-4.55,-16.643398,-19.503365,-25.096125
-5.966,-55.994,-41.722,-44.710197,-71.21203,-97.36165
-18.676666,-159.24,-193.11,-77.90106,-131.3862,-151.21078
11.575714,22.33,42.326,6.076009,26.73556,45.713814
39.148,65.57286,136.54922,28.53874,75.36756,106.541794
2.9704,16.662083,28.368696,18.159124,52.044548,72.36345
4.0,-55.994,-68.32,-56.269497,-95.38591,-119.65465
43.406666,59.506,31.8475,22.466211,59.739563,-57.037987
7.61,-46.01,-47.15,-25.99569,-34.647438,-27.4367
-5.26,-18.06,68.6626,-8.553781,0.14429545,-6.960448
7.3064,15.245833,28.369566,-2.6237166,6.3211336,-1.3744769
-86.86,-128.82,-94.68,-56.913506,-95.33238,-104.629135
6.11,-25.41,-9.9,-38.69458,-65.1075,-96.28758
91.755714,222.695,384.504,109.88238,271.71893,476.02448
-111.98,52.6125,97.11667,-1.5725574,19.090963,76.60476
33.45,47.6,110.55,23.810062,71.171906,81.33191
-86.5,-112.455,-179.63,-68.89354,-112.31767,-157.03954
57.865,79.74,68.6626,15.788348,46.879425,68.75898
-32.983334,-62.06,6.2933335,-42.31964,-65.50886,-47.99601
-93.45,-114.99,-159.37,-60.990738,-104.903755,-131.27536
10.705,22.79,68.6626,-11.846853,-9.10832,48.328667
33.628235,55.185,68.974,15.711133,45.16968,65.26787
9.054,20.214167,40.403477,4.863782,22.238194,40.111412
133.445,-66.82,-108.12,-15.3733225,-7.7838354,-0.84062815
-29.21,0.028,5.38,-24.586906,-31.552517,-62.141373
64.795555,92.82353,139.0725,40.267525,101.21869,146.55692
-14.97,-93.93,-89.0,-46.31402,-74.82857,-101.01123
55.35857,126.846664,232.218,54.25699,142.85605,265.58926
-13.634286,-31.228333,-46.906,-13.574538,-14.197211,-23.32795
-71.8,-103.13,-85.01,-66.14835,-111.88675,-187.8371
-4.94,-18.73,-18.66,-28.969437,-38.050964,-17.910172
11.7075,1.744,-16.135714,-15.555814,-19.192686,-47.21106
36.042107,58.045555,86.198235,22.160965,62.617523,106.411125
8.50125,26.407143,62.831665,6.8161163,25.864738,10.1196995
10.9224,32.095,57.11652,13.325337,40.291683,54.85873
-104.49,-8.883333,-21.55,-47.309757,-76.443886,-93.68579
5.564,13.08,33.89,-0.7961452,17.8093,31.910418
29.87,57.068,68.94,29.353203,72.918564,41.385174
-58.71,-76.3,-97.42,-62.688847,-108.13963,-114.99315
79.14125,271.49,373.86334,105.734116,253.7915,379.29443
-58.08,-61.73,-103.17,-39.30786,-66.1241,-68.28158
10.667143,-17.838333,-60.934,-30.987743,-50.359886,-94.299805
16.5172,42.40708,71.13043,22.431755,58.205524,94.243675
-3.4842858,-13.777692,-30.5725,-16.4534,-20.643303,-51.760906
7.6042104,30.32611,49.14941,15.130879,44.21367,62.52893
17.23,7.268,3.1225,-10.873062,-5.7626963,-4.0960755
45.844166,120.526955,256.1559,54.603104,135.38884,251.49164
-43.135,-76.98,68.6626,-23.507477,-33.59852,-3.3387647
30.863333,11.268,-6.375,0.8403275,16.433605,5.037002
-7.1984615,-17.114614,-25.090769,-22.34338,-30.64222,-46.414307
-17.644,-130.28,-201.67,-82.853874,-139.56335,-158.09889
265.555,790.85,68.6626,409.08432,1017.2281,143.06403
-62.36,-119.63,-137.47,-72.78457,-123.13872,-144.4967
-111.48,-69.48,4.01,-52.93513,-84.74138,-103.70558
44.7392,112.1025,196.99739,55.628864,131.39526,170.68173
40.4028,106.636665,230.58,31.465492,78.896454,153.16452
-3.0628572,-31.838333,-76.708,-23.622633,-35.827084,-79.846054
35.9204,89.03958,213.00304,41.04832,99.88278,170.00198
5.84125,17.79857,17.985,-4.950474,4.8295603,-2.0992389
-19.311666,-32.622,-56.555,-19.272343,-24.500977,-37.14245
8.455714,22.473,32.792107,-0.870317,13.404578,57.610245
35.23,93.91,68.6626,38.476547,95.95533,99.17084
10.308333,49.564,100.67,15.182918,49.4703,60.615685
-56.39,-14.56,-19.5,-41.449047,-62.174232,-90.91968
123.325,432.75,68.6626,165.49992,385.25177,-12.538385
15.244,36.304585,62.447826,22.187538,60.307846,83.916985
-86.67,139.40334,-70.425,10.822896,42.146305,-70.67825
-52.815,-76.27,68.6626,-48.214016,-79.77452,-83.66588
11.143333,29.4525,91.957146,17.751455,53.015686,91.50203
166.305,204.85,68.6626,107.99625,248.07614,55.963158
14.475833,25.428183,56.855,12.262617,37.30327,2.729298
106.305,175.63,68.6626,36.7302,93.08486,39.036972
-51.8,-133.96,-136.07,-108.198235,-185.66739,-188.67526
64.25,205.13,68.6626,-15.773044,-10.491307,-27.286222
-31.57,25.653334,-92.75,-8.238835,0.46186996,-54.94342
29.9205,61.906315,125.126114,31.714859,82.815796,147.44754
-37.04,-28.35,-7.14,-30.156107,-42.213608,-49.61876
18.500626,59.1,639.44336,2.2995675,65.29241,618.9473
-75.09,-102.9,-104.22,-67.244644,-115.96164,-163.09357
34.316666,45.9195,94.76369,22.992199,60.349342,99.88901
-77.83,-109.69,-86.06,-72.42764,-120.98375,-169.38405
-13.2288,-32.024582,-55.71913,-12.128253,-10.884048,-52.21488
-40.35,-76.05,-108.09,-70.716736,-117.96388,-149.06491
36.4,74.37174,164.80318,46.07219,114.906525,200.9378
-8.59,17.26,-11.36,-36.91597,-56.600864,-52.579967
-0.71666664,-9.888,-25.115,-28.448013,-44.63537,-67.0735
-54.69,21.607826,47.77087,-8.036066,-1.1981051,2.771048
-2.227857,-7.354615,-20.2975,-13.309488,-14.182656,-27.643686
-46.25,-56.72,-91.51572,-48.66552,-79.98204,-125.24652
69.82286,153.70538,444.665,73.57986,177.15681,297.62897
-9.629091,-23.847,-7.473,-4.7481213,4.99631,3.7953553
41.79526,89.143684,118.65278,32.61522,80.52414,137.34097
46.5228,147.94417,372.90347,75.00187,187.39748,389.53485
-8.9375,3.79,-16.845,-32.007423,-47.401863,-74.54874
25.7284,61.747917,116.460434,30.170296,73.830765,87.76602
-11.99,-5.364,17.284,-1.1667297,12.985028,22.529762
6.153125,15.364667,37.350716,0.9996681,14.888177,15.741833
-72.99,-71.39,-124.66,-72.9112,-122.863754,-162.35277
7.7912,8.618333,11.4765215,-10.530446,-9.842769,-19.979456
85.365,3.238,85.305,27.90506,76.7827,118.174164
12.35875,28.494286,50.246666,3.1075299,21.219269,19.475311
19.54,66.74812,145.33,38.617657,93.442055,105.711044
-73.03,-92.33,-65.94,-80.72132,-137.06041,-122.63742
-68.26,-104.59,-116.69,-76.621376,-129.64462,-177.42693
-119.41,-158.44,-189.21,-92.86881,-158.80328,-192.14711
-33.86,-8.58,20.86,-27.167027,-37.26336,-28.928644
-18.4875,47.713333,-17.53,11.804995,39.310783,8.910835
-59.92,-89.95,24.93,-51.292183,-84.47015,-117.25626
5.0517645,28.62,35.656,1.8459694,16.060184,-15.914751
27.22,56.760834,79.387825,33.700226,85.4619,141.67825
-9.968,13.03,-24.3,-34.033627,-50.90249,-59.688828
16.193333,0.965,-90.26,-39.811005,-59.988808,-129.59613
-33.75,-18.77,-246.26,-75.27021,-127.385544,-183.49435
-9.966,-16.6225,-33.263332,-10.151402,-7.6194468,-54.862892
14.06,38.51,73.793335,31.191673,76.832695,83.34052
27.805334,70.09214,130.72539,30.782139,80.07602,137.11649
-42.67,-74.7,-90.27,-78.04447,-133.87503,-149.6015
9.445714,-5.4366665,-25.622,-20.333551,-28.492022,-40.02838
-61.83,15.35,-11.66,-57.768707,-97.36414,-103.86633
19.066668,47.94294,56.755,13.964025,43.30098,48.285496
-42.5,-66.51,-96.73,-32.414185,-49.86148,-61.099342
-20.14,-112.83,-94.89,-66.55139,-113.13077,-142.5398
-104.08,-82.74,63.06778,-60.85338,-103.67872,-3.0364661
-12.831,-9.95,7.692222,18.824131,51.00482,52.566505
-51.44,-63.66,-80.24,-59.74137,-96.95738,-137.13857
-10.488,-34.045555,-11.78,-20.901905,-28.062805,-63.897568
-117.64,-90.95,-134.82,-72.13203,-125.80243,-145.83197
-24.37,-56.366665,-55.906666,-49.717384,-78.01041,-125.51135
-89.52,-106.57,-73.46,-75.50146,-129.14166,-138.19995
-38.67,26.83,8.14,-7.4347086,0.14350343,-33.35853
25.6208,84.50083,161.79608,40.18732,98.77021,160.9513
22.678333,74.85,104.295,33.073753,87.19335,118.38729
28.556,66.10125,92.60304,16.5819,47.1039,63.825737
12.78875,15.512857,28.75,3.3050463,26.314884,38.08735
71.97111,319.2188,423.33374,113.05805,269.07892,378.62527
-94.19,-78.28,-129.6,-73.19455,-125.28044,-212.7452
22.2708,49.67375,90.99304,19.813904,52.570442,86.75329
-42.96,-71.67,-67.86,-71.57635,-119.265,-149.25183
22.4212,55.395,116.05565,29.207478,73.888565,118.56488
-61.68,-118.39,-91.8,-56.71856,-94.36448,-149.02118
51.915,108.93,68.6626,30.966507,79.599945,68.39782
-19.68,-98.09,-143.91,-61.692818,-104.0746,-131.74263
8.26,25.6975,37.29739,5.903408,23.282139,33.848362
47.638462,5.4875,16.447273,1.279,14.864822,-15.303612
5.0504,18.284166,40.499565,13.209431,38.84807,56.620872
25.39077,66.475,132.18182,27.278667,71.706436,116.9297
-17.99,-22.996666,-58.65625,-26.745232,-40.000854,-46.872368
-71.48,-120.62,-141.51,-81.40899,-139.7072,-199.04448
62.956,169.46777,207.0575,67.69464,158.75226,227.6337
23.687273,44.191,62.604443,20.347672,55.03939,48.44908
-135.7,-126.41,-187.32,-101.739784,-170.14223,-219.20204
-48.19,-63.69,-63.82,-56.49627,-91.29819,-129.16432
-9.06375,-45.66714,-56.318573,-21.995405,-29.8564,-51.307915
48.505714,138.66833,125.894,53.428062,124.799545,143.98587
19.50261,52.019547,35.978573,15.202506,46.763714,56.134983
-33.55,-35.3,22.092857,-23.872778,-34.707863,-25.519636
-33.14,-107.67,-84.13,-77.76639,-133.206,-143.70067
9.988125,31.416,52.72286,12.686072,43.320328,58.06284
58.978333,84.142,153.005,33.283157,86.05654,152.71973
26.496666,67.461815,110.538,17.415117,48.70495,63.02568
22.066,43.795,86.58,20.90937,58.16788,89.88883
20.486876,42.143333,54.432144,15.836364,44.810295,65.75953
5.0,1.5644444,5.3964705,-8.377937,-4.721097,-18.851023
123.931816,459.794,550.08777,192.46236,456.95135,614.7726
10.933333,28.715,48.665386,21.32626,61.73614,100.481834
-5.95,-1.64,-25.22,-26.408043,-36.277042,-79.3613
-121.34,-63.833332,-94.62,-66.098465,-113.5775,-105.08832
81.31,224.13,564.31,86.09795,225.97237,508.52933
1.685,-17.84,-65.1725,-31.147488,-50.24626,-115.45149
27.9324,48.55792,92.87608,12.668693,38.855377,31.84364
37.69,101.35,68.6626,25.275837,70.49629,116.1517
-28.79,-68.34,-92.6,-39.0336,-60.102245,-67.992195
52.0375,-74.956665,-99.26667,-39.413944,-60.407326,-143.08919
-89.08,-118.29,-100.4625,-51.898113,-87.13295,-80.76106
59.27714,240.07834,638.648,121.55671,307.73724,623.49396
32.16714,77.61833,84.804,17.350752,50.05012,37.956837
-66.78,-146.8,-178.74,-74.368385,-129.78876,-153.99269
-0.7544,8.412917,12.849131,-6.3713484,-0.6005428,0.67799616
-87.56,-129.64,185.30444,-43.838734,-62.262474,128.74153
72.2,116.4,68.6626,27.725727,73.91697,46.89002
0.94857144,13.821667,42.198,-4.530196,5.388955,-52.31018
-18.15,-48.67,-104.55,-63.64594,-108.008286,-147.6565
-68.88,-94.64,-102.04,-63.205288,-106.681885,-169.38809
12.9912,27.850416,38.64913,-8.482688,-5.332593,-35.48313
71.985,-143.9,-134.46,-52.3338,-83.76379,-119.15152
11.592,7.6875,30.703333,-12.761542,-11.367871,-17.562963
29.778334,-5.916,-2.4375,-27.727299,-40.519554,-57.272568
2.665,3.88,68.6626,8.211735,31.470882,55.8468
26.6056,81.916664,189.19348,42.309616,103.5394,199.17332
10.871667,44.35,101.9825,14.045369,47.059875,70.42279
53.08267,132.66786,261.45386,68.10618,164.11678,292.6803
-54.04,-45.89,-23.73,-29.868988,-40.65381,-67.58831
34.68348,78.560905,121.938095,27.163754,68.98726,83.75499
18.04029,413.72,68.6626,183.066,414.29456,144.9792
10.671429,71.98231,178.46167,40.39125,105.96821,221.33582
19.205715,-2.3916667,-25.168,-22.058304,-32.3879,-58.621094
18.5305,44.65842,41.602222,12.0351925,39.033504,63.179577
66.61,149.79,68.6626,73.620514,170.39331,48.546494
19.5672,38.31875,93.71957,21.170576,61.197906,99.91319
85.9975,-27.463333,154.54,-4.1712227,11.943545,93.9542
-31.52,-18.47,-2.056,-24.156528,-33.655846,-34.435932
-55.5,-63.39,-63.33,-49.139473,-82.007416,-117.60658
-76.19,-113.38,-72.25,-95.87172,-165.16269,-154.14536
32.7168,79.597084,206.42912,40.38861,101.86328,195.65855
-8.441667,-12.026,-33.79,-27.11227,-40.32299,-87.197205
63.7316,160.05583,310.37695,56.14815,145.64879,339.86276
-1.9578571,-3.4730768,-11.169167,-10.566026,-10.045675,-28.129557
-8.256,-49.365,-8.48,-20.45066,-24.345505,-7.720652
-22.44,-4.99,-44.4,-41.31228,-65.96096,-61.175827
-79.13,4.87,-96.56,-63.85795,-106.69165,-128.8606
-25.2525,-43.906666,-98.845,-58.589394,-102.728645,-150.31793
-125.22,-173.39,-124.05,-86.34788,-146.45097,-169.05518
-7.538,-8.685,-31.736666,-21.976376,-29.476398,-66.00422
87.175,261.02,68.6626,92.38479,207.69238,85.89452
87.87334,153.78,490.13,67.9372,186.09009,476.7798
-69.05,-61.28,-110.87,-52.369858,-86.33589,-204.84279
16.712,55.856667,56.823334,23.156353,64.94137,95.79707
18.235,48.576,60.160713,23.552036,63.32614,84.22206
-23.825,-42.606667,-88.725,-73.098015,-119.28761,-161.4899
37.71,93.18091,165.822,27.269077,71.69975,124.108475
66.4236,134.84792,137.50912,33.10656,85.18956,165.01546
43.513638,94.59095,209.0645,39.340378,103.764206,216.28558
8.096666,-13.925,-7.33,-13.037589,-12.90606,-10.215595
-1.3421428,-9.193846,-19.921667,-3.9242065,4.882335,-22.15815
2.8242857,4.858333,14.366,3.7569573,25.47619,27.878855
-30.23,-59.2,-83.28,-51.88034,-88.262924,-121.40579
7.938,25.475,45.016666,18.563915,55.27457,66.02155
41.71619,69.676,103.0845,38.38701,91.578026,117.74423
2.7,-12.42,-62.11,-56.461395,-94.02948,-125.92334
7.797143,41.49,57.104,16.665321,52.264694,91.19142
9.65,-5.1025,-22.31,0.08206153,14.697089,-13.569042
-63.51,7.6130767,24.8075,-8.610326,-4.063327,-21.66389
-2.0066667,20.0,-4.19,-40.80065,-60.097466,-76.09248
36.418182,70.34454,114.502,17.391722,51.000923,75.342255
24.3472,57.828335,99.733475,17.07338,47.41562,72.17611
1.3917648,-2.505625,-17.201334,-0.98823524,15.096989,32.801834
12.5,25.729166,42.922173,5.4806185,22.655838,34.096905
19.4332,66.886665,137.01653,12.302411,36.743267,74.35312
36.30125,117.79714,192.445,39.37475,99.02434,188.96864
-54.746666,-100.60667,-97.27,-68.98287,-119.24865,-123.6741
44.068573,171.384,433.1016,82.42994,210.02019,479.2531
19.51,48.512856,92.085,17.20544,54.84847,118.118744
45.58,152.45334,213.565,75.26233,184.06985,292.70312
16.042,40.209583,67.59913,22.123959,57.23243,56.14291
-39.68,-55.63,-97.69,-57.83558,-93.3846,-128.42455
-21.27,-50.59,10.898,-15.689516,-16.063652,9.523285
-30.47,-28.39,-97.16,-79.179474,-135.73148,-152.76779
-62.78,-93.88,-109.93,-61.867012,-104.29378,-145.5215
61.1772,111.28083,368.28738,52.077976,134.23767,325.02673
18.848572,0.7469231,-30.705,-7.2762995,-2.5023234,-3.467587
-92.09,-97.16,-121.94,-65.60606,-113.93903,-131.09198
15.405714,24.36,-2.908,2.4397762,22.329264,12.217649
23.083334,74.33625,120.34857,30.65474,78.17257,101.48939
-3.5316668,13.31,17.72,-23.029982,-33.22142,-113.31409
-27.85,-50.07,-93.47,-32.724255,-49.81578,-27.386042
-76.31,-76.42,-134.22,-79.65601,-137.04413,-176.03854
-108.86,-158.63,-212.36,-76.39905,-130.20178,-129.39157
-7.19,-42.905,-48.43,-23.670036,-32.65702,-16.999681
13.656,26.512083,39.489567,8.828147,31.076899,30.93392
-22.6,-19.9,-8.77,-23.15651,-28.48614,-7.468145
61.06,56.07,68.6626,22.41225,64.77052,61.41118
-32.13,-118.71,-94.98,-55.984947,-93.97302,-111.97406
22.7004,42.57,78.61348,10.698583,33.7394,44.642635
14.723333,40.23,110.76,-2.1895902,11.246885,48.343777
-81.32,5.596667,-12.57,-14.1300745,-11.469652,19.266895
-48.765,-86.52,68.6626,-38.711426,-63.15364,-19.571379
-6.905,-151.6,-81.655,-69.174034,-116.34978,-148.54303
-0.185,-7.2407694,-11.531667,-20.634575,-25.725786,-58.071724
37.047894,33.060555,112.83889,21.645515,58.21465,84.42916
84.115,397.3,947.325,143.78334,388.38574,866.7946
-41.64,-84.16,-53.735,-48.206543,-78.76843,-90.910736
151.96666,217.00874,175.50714,91.50513,208.40009,168.73045
-10.775,-28.52,68.6626,1.8937852,17.14759,68.11934
0.6088,10.781667,19.686087,-4.565094,2.715193,0.9949875
10.935385,32.439167,46.44909,2.8626297,17.920643,8.290747
-53.07,-86.71,-104.12,-57.989117,-97.65763,-135.89532
-95.28,-125.42,-92.43,-89.48974,-153.40283,-162.3376
-68.71,-77.82,-125.93,-43.491272,-70.76935,-100.1639
43.854,71.05375,110.60043,27.09481,69.61661,151.16202
11.7808695,29.497272,64.41095,15.375224,45.241432,48.28849
-0.22173913,-1.680909,-2.974762,0.97205997,15.012862,13.917788
-60.96,-89.76,-148.17,-51.18341,-85.56802,-115.45912
-161.43,-177.33,-219.92,-122.21694,-208.57858,-201.84564
35.237083,127.88304,340.02863,52.287148,138.6631,346.4127
35.6525,35.843334,69.065,18.664299,54.798824,81.80893
0.4275,7.24,20.025,-6.984664,-1.2153795,-53.850708
-8.994286,-20.238333,-27.758,-23.461103,-35.067665,-65.54033
-50.38,5.51,18.68625,-8.948212,-4.5222025,-13.424849
-42.92,-40.232,-45.554,-18.619287,-24.33894,-77.24936
1.445,-2.378,-21.955,-18.092127,-24.247368,-72.49609
36.553123,107.278,229.48143,46.609783,112.91484,191.58853
16.131428,39.60923,48.46583,10.988067,35.22173,75.26372
31.3636,54.160416,70.204346,26.902252,69.38225,54.396492
43.446957,107.64273,198.70952,42.30282,104.239136,167.82758
22.519474,73.25445,171.16562,39.35363,100.13876,182.02301
-98.26,-115.38,-147.73,-66.883804,-112.38762,-148.65022
4.25,-3.2,8.32,-14.280753,-17.305468,-25.206724
-17.682222,-34.743332,-38.94889,-30.728336,-46.507874,-100.1842
-56.23,-63.72,-98.192,-68.85754,-118.616356,-149.24144
0.79,-31.29,-44.34,-27.851013,-40.62452,-65.91992
-13.51,3.61,17.06,-14.1253195,-12.273425,-8.1502075
-20.25,-48.58,-34.865,-8.179139,-2.5832298,-18.82924
23.285715,44.869232,91.730835,8.8697815,35.123726,49.27951
10.014286,-12.445,-39.752,-18.012232,-22.92483,-46.406548
12.64875,-29.385714,-52.93,-26.75393,-39.293785,-69.210236
30.837778,63.81625,101.281425,26.018467,66.9919,92.297455
-115.37,-151.17,-194.64,-66.78297,-111.01329,-143.64873
-121.68,7.415,642.54,6.067277,84.53451,774.72144
5.31125,9.277143,6.6983333,-0.67597413,11.182656,-57.652473
60.22,143.35,68.6626,68.6227,157.78914,87.667274
15.185333,38.345715,70.72385,22.70496,59.537567,94.74136
0.3924,6.923333,19.086086,10.143317,33.801994,36.603374
-92.68,-74.83,-113.87,-71.99613,-123.06286,-153.78278
-89.3,-118.53,-129.26,-69.91154,-118.9948,-139.18553
